Title,Price,Sold,Reviews,Condition,Refresh Rate,UPC,Brand,Smart TV Features,Built-in Digital Tuner,Display Technology,Screen Size,Maximum Resolution,Color,Model,Year Manufactured,MPN,Features,Audio/Video Inputs,Manufacturer Warranty,Energy Star,Type,Warranty - Labor,Warranty - Parts,Custom Bundle,3D Technology,EAN,Manufacturer,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Connector Type,Streaming Services,Is Smart,Resolution,Assembled Product Weight,ISBN,Format,EC Range,Series,Country/Region of Manufacture,Model#,Manufacturer Color,Plug Type,Material,Color System,Voltage,Speaker,Depth (with stand),Width (with stand),Height (with stand),Compatible Brand,Class of efficiency energy,Scale of efficiency energy,modell,Internetverbindung,Processor,Speicherkapazität,Ability to storage,Functionality Smart TV,Inputs Audio / Video,Internet connectivity,Storage capacity,Tuner digital integrated1,Tuner digital integrated2,Tuner digital integrated3,Tuner digital integrated4,Functionality Smart TV1,Inputs Audio / Video1,Tuner digital integrated,Functionality Smart TV2,Size,Televisions:Screen_Size_Class,Home_Video:Series,Bundle Description,Colour,Compatible Devices,Country of Origin,Form Factor,Item Weight,Number Of Items,Package Dimensions,Theme,code,SKU,HDMI,Aspect Ratio,Depth,Depth with Stand,Digital Tuner,DLNA Certified,Electronic Program Guide,Energy Consumption per Year,Ethernet,Height,Height with Stand,Input Voltage,Internet Access,Operating Power Consumption,PC Streaming,Product Family,Product Model,Product Series,Product Type,RMS Output Power,Scan Format,Screen Size Class,Sound System,Standby Power Consumption,Total Number of HDMI Ports,USB,VESA Mount Standard,Video Signal Standard,Weight (Approximate),Weight with Stand (Approximate),Width,Width with Stand,Motion Interpolation Technology,Horizontal Viewing Angle,Product Color,Standard Refresh Rate,item_length,item_width,Functionality Smart TV3,Functionality Smart TV4,Color manufacturer,Inputs Audio / Video3,Inputs Audio / Video2,Year of manufacture,Operating System,Unit Type,Unit Quantity
"Samsung 32"" Class Q50R QLED Smart 4K UHD TV with Bixby",799,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,8.87276E+11,Samsung,"Internet Browsing, Netflix",ATSC,LED,32 in,2160p (4K),Black,QN32Q50,2019,QN32Q50,Bluetooth,"Digital Audio Coaxial RCA, Digital Audio Optical TOSLINK",None,A+,,,,No,Active 3D Technology,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba 32 inch 720p HD Smart LED TV Fire TV Edition ~Brand New n Box,269.99,54 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Toshiba,,,LED,32 in,720p (HD),,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCL 43"" 4-SERIES 4K UHD HDR ROKU SMART TV 43S425 Television ", , ,"['So, assuming you’re already a TCL Roku tv owner, this has all the greatness of the previous models. It still has the electrical burning smell, which a lot of the types of TVs have. Not just this brand. There is just the one thing. When you hit the power button and turn it off, the screen does not fully turn off. There is a very low backlight that is always on. I read about this not being “an issue” but rather a complete annoyance. All I can really say is deal with it, buy a WiFi outlet (like I did) and turn it off/unplug it after use or simply buy a new one. The QLEDs are supposed to be a much larger jump in greatness. Overall I’m happy with it but I hope the board doesn’t overheat and burn out the board due to this light being on. And it is not the indicator LED. If you go to the Roku forums, there is a lengthy discussion about this issue. But it’s still a great value and pictures. I’ll probably never go to another brand. Just keep upgrading after a couple years. ', 'I’ve already purchased this TV a couple years back and had it for 2 years without any issues or picture quality loss. I sold the tv and that’s why I had bought a new one recently. But without a doubt great value! ', ""Make sure you protect your TV, bought 2 and broke one on my own error of trying to just balance it. Good product, works well though my crappy phone doesn't screen mirror as it says it could.. but good size and beautiful display and tons of Roku Channels. Lots of free content. "", 'Bought for a gift and my daughter and her kids love it. Alll they have to decide is who has control of the remote.', 'Very good picture quality easy set easy to use Easy on the wallet.', 'This tv has a great picture and good sound quality especially for an awesome price. You will not be disappointed if you make this purchase ', 'Easy to setup. Crisp picture. Fairly lightweight. Works well with Chromecast. ', 'I love it good picture', 'remote must be close to tv to work even with new batteries', 'Why get an overpriced TV, when this TV has amazing image quality and a built in Roku!  I’m a gigantic fan!!!  It’s like having an Apple TV built into the TV!!!!  A+++++++']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,TCL,"Netflix, Internet Streaming Interface, Android TV, Downloadable Apps, Internet Browsing",ATSC,LED,43 in,2160p (4K),Black,TCL 43S425,,43S435,"Wi-Fi Enabled, Headphone Jack, Built-in Speakers, Ethernet Port, Wall Mountable, HDR TV, Remote Control Included","Digital Audio Optical TOSLINK, Coaxial F, Composite Video RCA, HDMI, USB 2.0",,,,,,,Built-In 3D Transmitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HISENSE 58"" 4K CLASS (57.5"") TV 58R63G, Latest Canada Model",1399.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",4K Roku Smart Television,1.69378E+13,Hisense,4K Roku Smart Television,,4K Roku Smart Television,58 in,4K Roku Smart Television,4K Roku Smart Television,58R63G,,8686358,4K Roku Smart Television,4K Roku Smart Television,1 Month,,,,,No,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung TU7000 50"" 4K LED Smart TV - Titan Gray",635, ,"['The images on the screen are even more clear than what we had with our previous tv. I respect Samsung after having a 42"" tv lasted us 15 years, and will still function visually, just not audio. This tv doesn\'t have 10-20 red/white/yellow holes for audio/video games which was very nice to not have to deal with when setting it up. It\'s much lighter than our previous tv also. This was definitely a smart purchase. I\'ve also had Samsung cell phones, and they are always reliable.', ""I have gotten vizio and LG tvs before and I can say without a doubt that samsung tvs have the best user interface. Also if you have spectrum tv, samsung is the only brand I know of that will let you download the spectrum tv app... LG may have better image quality, but it doesn't matter if the user interface doesn't reflect their image quality. I would pick samsung tvs over any other brand. "", ""It is easy to lift , easy to set up and the picture quality blew me away the sound is of great quality also. I believe I'm going to be very happy with this purchase"", 'Name Brand , Works soo well , It is Smart , Arrived on Time , Great Price , Happy as can be , do not wait , Buy one . ', 'It is a nice TV but you have to sign your privacy away by agreeing to two different agreements which state they are going to monitor your usage and sell the information to advertisers.  Also, you cannot install any apps like Amazon Prime without creating an account at the samsung website which ties your information to your email address.  Very Frustrating.', 'Excellent picture. Easy to set up. Remote control is easy to use.', 'I am very happy with the Samsung TV great picture quality no complaints, thanks ', ""High quality picture and sound, pretty lightweight and easy to use, for what you get at this price...it's steal. Highly recommended.👍👍👍"", 'This TV is very good. Picture quality and sound is excellent. Price is not bad either. ', 'Great TV, easy to set up']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,8.87276E+11,Samsung,"Internet Streaming Interface, Home Network Streaming, Internet Browsing","QAM, ATSC",LED,50 in,2160p (4K),Gray,Samsung TU7000,2020,UN50TU7000FXZA,"Wi-Fi Enabled, Wall Mountable","Coaxial F, HDMI, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung UN50AU8000 50"" Ultra HD LED Smart TV - Black",635, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,8.87277E+11,Samsung,Netflix,,LED,50 in,2160p (4K),Black,Samsung UN50AU8000,,UN50AU8000FXZA,HDR TV,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infinix Smart HD 2021, X612B, Infinix Smart HD 2021 Back Cover",6.71,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Not Applicable,Not Applicable,Sendartac,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,Silicone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multi-Coloured,"‎Infinix Smart HD 2021, infinix X612B",‎India,Back Cover,‎100 g,‎1,‎21 x 11 x 5 cm; 100 Grams,Quotes/Messages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung QN75Q80TAFXZA 75"" 4K QLED Smart TV - Titan Black",2050,7 watchers,"['I\'m a loyal Samsung TV customer so this review is going to sound biased. I have 4 Samsung TV\'s ranging in size from 48"" to 75"" without a doubt the new 75"" QLED has the best picture of any TV I have ever seen. Easy to setup easy to use remote is simple making Live Streaming a breeze. I\'m not a gamer so the QLED 80 MODEL is a better value than the 90. All things considered for me this the best TV available at its price point.', 'I was skeptical of what I would get with such a great price. The product is amazing! Great picture and nice features!', 'Exceptional picture with the Q80.  The color and detail are amazing. It’s a pleasure watching any movie or show with this TV.', 'Fantastic tv. Get tons of compliments on quality, clarity &amp; color of picture. Shipping took 2.5 wks when the warehouse is only 30 min from me, but glad I finally got it!', 'Absolutely beautiful picture. Much better than my other 4k TVs. Easy to setup and use and it lets you download apps (ESPN+ in my case)', 'TV is amazing, very happy with it.', 'Excellent tv and picture quality is outstanding. I would definitely recommend this television. ', 'Exceptional TV thus far.  Great sound quality and easy to use', 'Great TV with great features. 120hz at 75"" is nuts!', 'great picture and easy to set up and use.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",240 Hz,8.87276E+11,Samsung,"Internet Streaming Interface, Home Automation Control, Voice Interaction, Screen Mirroring, Home Network Streaming, Internet Browsing","QAM, ATSC",QLED,75 in,2160p (4K),Black,Samsung Q80T,,QN75Q80TAFXZA,"Bluetooth, Wi-Fi Enabled, Ethernet Port, Wall Mountable, Thin Bezel, HDR TV, RS-232C, DLNA Certified, Flat Screen","Digital Audio Optical TOSLINK, Coaxial F, HDMI, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung QN50Q60AA 50"" 4K QLED Smart TV - Titan Gray",635, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,8.87277E+11,Samsung,"Internet Streaming Interface, Home Automation Control, Voice Interaction, Screen Mirroring, Home Network Streaming, Internet Browsing","QAM, ATSC",LED,50 in,2160p (4K),Gray,Samsung Q60A,,QN50Q60AAFXZA,"Wi-Fi Enabled, Local Dimming, Wall Mountable, Thin Bezel, HDR TV","Digital Audio Optical TOSLINK, Coaxial F, HDMI, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lot of 4 LG 20"" HCI Healthcare-Grade TV Hospital Smart Display Monitor LC200WX1",390,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,Does not apply,LG,Voltage Supply12.0V (Typ.),Unknown,LCD,20 in,"1366(RGB)×768, WXGA, 78PPI",Silver,LC200WX1,Unknown,LC200WX1,Touchscreen,Unknown,No,2 Stars,,,,No,Unknown,,,,,,,,,,,,A+++ - G,,"Korea, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HISENSE 58"" 4K CLASS (57.5"") TV 58R63G, Latest Canada Model",1399.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",4K Roku Smart Television,1.69378E+13,Hisense,4K Roku Smart Television,,4K Roku Smart Television,58 in,4K Roku Smart Television,4K Roku Smart Television,58R63G,,8686358,4K Roku Smart Television,4K Roku Smart Television,1 Month,,,,,No,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCL 50” Class 4 Series 4K UHD HDR Smart Ruko TV -50S435, , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,TCL,Internet Browsing,,LED,50 in,2160p (4K),Black,TCL -50 S435,,,HDR TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pioneer  50"" Class LED 4K UHD Smart Fire TV ~ Brand New In Box",379.99,8 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,6.00603E+11,Pioneer,,,LED,50 in,4K (2160p),,PN50951-22U,,PN50951-22U,,,Yes,,Televisions,1 Year,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Bravia 80 cm (32 inch) HD Ready Smart Android LED TV KD-32W820 2021 & Alexa,1040.76,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Sony,Android TV,,LED,32 in,HD Ready Smart,Black,KD-32W820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RCA 32"" HD Smart LED TV with Built-In Apps for Netflix and YouTube (RNSM3203)",299.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,RCA,Netflix,,LED,32 in,768p,Black,RNSM3203,,RNSM3203,Flat Screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung 58"" TU7000 (2020) 4K Crystal UHD HDR Smart TV (UN58TU7000)",898.99,15 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,8.87276E+11,Samsung,"Android TV, Downloadable Apps, Internet Browsing, Netflix",ATSC,LED,58 in,2160p (4K),Black,UN58TU7000,2020,UN58TU7000FXZC,HDR TV,"Digital Audio Coaxial RCA, Digital Audio Optical TOSLINK",None,A+,,,,,Active 3D Technology,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Class The Sero QLED 4K 108cm UHD HDR Smart TV 3840x2160 - 2color,1800.98,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Samsung,,,LED,108 cm,2160p (4K),,2020 The Sero 108 cm,,"KQ43LST05BFXKR, KQ43LST05AFXKR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG KQ43LST05 2020 The Sero Smart TV 108 cm 3840 x 2160 4K (Only 220-240V),1799.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Samsung,,,LED,"42.5""",2160p (4K),,KQ43LST05AFXKR / KQ43LST05BFXKR,,"KQ43LST05AFXKR, KQ43LST05BFXKR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Television Hisense U6G 50"" 4K LCD Smart TV ULED Zollione Store",499.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,8.88143E+11,Hisense,"Voice Interaction, Internet Browsing",,LCD,50 in,2160p (4K),,Hisense U6G,,,"UpScaling to 4K, Virtual Surround, Bluetooth, Wi-Fi Enabled, Headphone Jack, Ethernet Port, Wall Mountable, HDR TV","Digital Audio Optical TOSLINK, USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung 4K Ultra HD Smart LED TV (2020 Model) - Choose Size,449.99,51 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,8.87276E+11,Samsung,"Tizen, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix, Voice Interaction",ATSC / Clear QAM,LCD,43 in,2160p (4K),,Samsung UN43TU7000FXZA,2020,UN43TU7000FXZA,"Auto Channel Search, Auto Game Mode, Boundless Design, Screen Mirroring Technology, HDR TV, Wall Mountable","RF Antenna, HDMI, USB",1 Year,,,,,,Not Supported,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMUNTU7000XXXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RCA 60"" 4K UHD WebOS Smart TV (RWOSU6052)",899.99,5 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,RCA,,,LED,60 in,2160p (4K),Black,RWOSU6052,,RWOSU6052,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung television 65"" 4K QLED Smart TV Titan Gray quantum processor, Thin Bezel","1,099.99",30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,8.87277E+11,Samsung,"Internet Streaming Interface, Home Automation Control, Voice Interaction, Screen Mirroring, Home Network Streaming, Internet Browsing","QAM, ATSC",LED,65 in,2160p (4K),Gray,Samsung Q60A,,QN65Q60AAFXZA,"Wi-Fi Enabled, Local Dimming, Wall Mountable, Thin Bezel, HDR TV","Digital Audio Optical TOSLINK, Coaxial F, HDMI, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toshiba 32"" 720p HD Smart LED TV Fire & Amazon Echo Dot,  ~  Brand New",299.99,6 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Toshiba,,,LED,32,720p (HD),Black,Toshiba,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Television Q60A Series 50-Inch-Class 4K UHD QLED Smart TV with Remote,849.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG(R),Internet Browsing,,QLED,50 in,2160p (4K),Black,Samsung Q60A,,DOES NOT APPLY,"Thin Bezel, Bluetooth","Digital Audio Optical TOSLINK, HDMI, Stereo Audio L/R RCA",,A+++,,,,,N/A,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RCA 42"" 1080p Built-in Roku Smart LED TV (RTR4261CA)",399.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,RCA,,,LED,42 in,1080p,,RTR4261CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Insignia 55"" Class F30 Series LED 4K UHD Smart Fire TV ~ Brand New In Box",349.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,Does Not Apply,Insignia,"Downloadable Apps, Internet Streaming Interface, Netflix",,LED,55 in,2160p (4K),,Insignia F30,,,"Bluetooth, 2 Port USB Hub, HDR TV","Component (YPbPr) BNC, HDMI",,,,,,,2D to 3D Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Bravia 80 cm (32 inch) HD Ready Smart Android LED TV KD-32W820 2021 & Alexa,1299,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Sony,Android TV,,LED,32 in,HD Ready Smart,Black,KD-32W820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Bravia 80 cm (32 inches) HD Ready Smart LED TV 32W6103 (Black) (2021 Model),1140,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Sony,,,LED,32 in,HD Ready Smart,Black,TV 32W6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
